time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.249849,-0.4003,4.0795,-1.1656,4.262
2.267974,0.7768,4.0154,-2.5160,4.802
2.286513,0.5244,2.2642,-2.0071,3.071
2.304746,-0.4172,0.0186,-0.8368,0.935
2.322757,-1.0243,-1.2585,-0.5928,1.728
2.340970,-0.6526,-2.0885,-0.2794,2.206
2.363849,-0.5426,-3.0228,-0.0249,3.071
2.377822,-1.1425,-3.9863,0.2169,4.152
2.396710,-1.6250,-4.8540,0.3182,5.129
2.414199,-1.4644,-5.0631,1.1094,5.386
2.432811,-1.0483,-4.8137,1.3974,5.121
2.451324,-1.4093,-4.4148,0.4524,4.656
2.469494,-1.8456,-3.9589,-0.2219,4.374
2.488425,-1.3491,-3.7588,0.6806,4.051
2.505955,-0.5947,-3.2381,1.6380,3.677
2.524361,-0.1216,-2.0198,1.6713,2.624
2.543744,-0.2344,-0.5046,0.4373,0.708
2.563842,-0.2516,0.7028,0.1473,0.761
2.580144,0.0715,1.1729,0.5445,1.295
2.599043,0.5305,1.8404,-0.1716,1.923
2.615708,-0.0724,3.3673,-2.0525,3.944
2.633846,-0.2818,5.2743,-1.5183,5.496
2.652111,-0.0767,6.4246,0.1276,6.426
2.670831,0.7589,5.6923,1.3269,5.894
2.689251,0.6835,4.2387,2.1410,4.798
2.707290,-0.6953,4.1629,-0.4180,4.241
2.726260,0.2467,4.5356,-1.5456,4.798
2.744301,1.9676,4.2256,-0.8499,4.738
2.764061,2.4705,3.0494,-0.8109,4.007
2.782249,2.0493,1.2028,-0.4779,2.424
2.799361,0.6380,-0.6281,-0.8385,1.227
2.817575,-0.9437,-1.9283,-1.2317,2.475
2.835685,-1.2769,-2.5418,-0.6671,2.922
2.853243,-1.0597,-2.9261,-0.1881,3.118
2.872750,-0.5237,-2.6459,-0.0961,2.699
2.890900,-0.2512,-2.5061,-0.2059,2.527
2.908585,-0.3981,-2.5875,-0.1497,2.622
2.927070,-0.6565,-2.7821,-0.1325,2.862
2.946617,-0.3858,-2.8294,-0.0896,2.857
2.964182,-0.0509,-3.0706,0.0370,3.071
2.982180,0.2768,-3.5944,0.7214,3.677
3.000373,0.0228,-4.2275,0.8324,4.309
3.019185,-0.4845,-4.6569,0.5412,4.713
3.036529,-0.8405,-4.7365,0.4043,4.827
3.054829,-0.5349,-3.7342,-0.5395,3.811
3.073097,0.5771,-1.5567,-2.4071,2.924
3.091828,1.3638,0.4504,-3.0936,3.411
3.109930,1.5900,1.5758,-0.9872,2.447
3.128809,1.2900,2.0813,1.0323,2.657
3.146781,0.4840,2.5483,0.9583,2.765
3.165076,-1.1336,3.3811,0.6137,3.618
3.184461,-2.4537,3.9577,0.2050,4.661
3.201287,-1.3842,4.5127,-0.2888,4.729
3.219552,0.2929,5.3583,-0.4166,5.382
3.237659,-0.4571,6.2015,-1.5669,6.413
3.256440,-1.1416,5.6913,-0.8217,5.863
3.274797,-0.0561,4.6899,-0.1524,4.693
3.292426,1.2036,3.2857,-0.9649,3.630
3.311464,1.2223,1.2751,-1.3946,2.250
