time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.257533,-0.1020,0.0537,-0.1773,0.211
2.275771,-0.0324,0.0513,-0.2302,0.238
2.294178,-0.0257,0.0305,-0.2064,0.210
2.313471,-0.0486,0.0643,-0.1148,0.140
2.331995,-0.0662,0.0659,-0.1196,0.152
2.349678,-0.0309,0.0635,-0.1243,0.143
2.368034,-0.1056,0.0518,-0.0434,0.125
2.390969,-0.0994,0.0620,-0.0428,0.125
2.406141,-0.0925,0.0670,-0.0907,0.146
2.422648,-0.0810,0.0573,-0.0674,0.120
2.440987,-0.0694,0.0519,-0.0674,0.110
2.459016,0.0141,0.0494,-0.0723,0.089
2.477276,0.0435,0.0598,-0.2207,0.233
2.495631,-0.0135,0.0500,-0.2971,0.302
2.513737,-0.1094,0.0288,-0.1724,0.206
2.531743,-0.1086,0.0154,-0.0334,0.115
2.550131,-0.1409,0.0523,-0.0189,0.151
2.569966,-0.1688,0.1285,-0.1569,0.264
2.588268,-0.1629,0.1369,-0.1948,0.288
2.607042,-0.0933,0.1184,-0.0747,0.168
2.623348,-0.0838,-0.1858,0.0818,0.220
2.641888,0.0892,0.2528,0.2178,0.345
2.660123,-0.2374,0.1658,-0.0261,0.291
2.678515,0.1302,-0.0330,0.0683,0.151
2.696818,0.0305,0.0552,0.0927,0.112
2.714599,-0.1153,0.0217,-0.0318,0.122
2.733180,-0.0866,0.0586,0.0206,0.107
2.751634,-0.1358,0.0671,-0.0418,0.157
2.769886,-0.0873,0.0472,-0.1235,0.158
2.788519,-0.0344,0.0138,-0.1428,0.148
2.806459,0.0077,-0.0041,-0.1908,0.191
2.824656,-0.0645,0.0245,-0.2626,0.272
2.842795,-0.1413,0.0600,-0.2290,0.276
2.861317,-0.1322,0.0369,-0.2193,0.259
2.879911,-0.1573,0.0002,-0.1232,0.200
2.898260,-0.0939,0.1053,-0.0607,0.154
2.916651,-0.1517,0.0125,-0.0605,0.164
2.934817,-0.0933,0.0121,-0.0315,0.099
2.955073,-0.0807,0.0445,-0.0218,0.095
2.971658,-0.1106,0.0779,-0.0742,0.154
2.989740,-0.1059,0.0652,-0.0595,0.138
3.008315,-0.0865,0.0904,-0.0161,0.126
3.026099,-0.1182,0.1102,0.0272,0.164
3.044168,-0.1112,0.0847,0.0608,0.152
3.062670,-0.0769,0.0561,0.0513,0.108
3.081413,-0.0584,0.0212,0.0218,0.066
3.100827,0.0285,-0.0406,0.0313,0.059
3.117496,-0.0092,0.0205,-0.1842,0.186
3.137009,-0.1490,0.1076,-0.2458,0.307
3.154430,-0.1210,0.0769,-0.1738,0.225
3.172370,-0.0803,0.0260,-0.1645,0.185
3.191444,-0.0048,-0.0388,-0.0445,0.059
3.209151,0.0219,-0.0146,-0.0346,0.044
3.227842,-0.1179,0.0763,-0.0912,0.167
3.246952,-0.1618,0.0906,-0.1245,0.223
3.263929,-0.0571,0.0568,-0.1194,0.144
3.282238,-0.0667,0.0440,-0.0623,0.101
3.301108,-0.0863,0.0393,0.0050,0.095
3.319226,-0.0573,0.0375,0.0291,0.074
3.337381,-0.0881,0.0398,-0.0474,0.108
3.355647,-0.0745,0.0244,-0.0950,0.123
3.375248,-0.0506,0.0516,-0.0805,0.108
3.391833,-0.1188,0.0951,-0.1083,0.187
3.410156,-0.1172,0.0866,-0.0942,0.173
3.429527,-0.0359,0.0502,-0.1369,0.150
3.447496,0.0100,0.0410,-0.2080,0.212
3.465654,-0.0475,0.0915,-0.2024,0.227
3.484998,-0.1886,0.0759,-0.0581,0.211
3.501689,-0.2068,0.0561,0.0382,0.218
3.520181,-0.1020,-0.2117,-0.0779,0.248
3.538370,0.0320,0.2107,-0.1944,0.288
3.556560,-0.2775,0.2032,-0.3798,0.512
3.574915,-0.0772,0.0739,-0.2408,0.263
3.593406,0.0128,0.0490,0.0142,0.053
3.612728,0.0426,-0.0901,0.1483,0.179
3.629563,0.1123,-0.0159,0.1642,0.200
3.647944,-0.0450,0.1400,0.1559,0.214
3.667261,-0.1702,0.2324,0.0469,0.292
3.684898,-0.1641,0.2649,0.0760,0.321
3.703265,-0.1336,0.1430,0.1235,0.231
3.720945,0.0470,-0.0483,0.2177,0.228
3.739681,0.2003,-0.1662,0.2162,0.338
3.757773,0.0684,-0.0938,0.0191,0.118
3.777064,-0.1741,0.0173,-0.2200,0.281
3.794329,-0.0559,0.0019,-0.2875,0.293
3.813139,0.0012,-0.0352,-0.2552,0.258
3.831291,0.0271,0.0091,-0.2025,0.204
3.849769,-0.0391,0.0882,-0.1592,0.186
3.868071,-0.1407,0.0795,-0.1643,0.230
3.889305,-0.0260,-0.0389,-0.0310,0.056
3.904419,0.0838,-0.1357,-0.0176,0.160
3.922557,0.0880,-0.0672,-0.0804,0.137
3.940566,-0.0291,0.0391,-0.1853,0.192
3.959208,-0.1649,0.1156,-0.1654,0.261
3.978259,-0.2662,0.1441,-0.0738,0.312
3.996864,-0.2714,0.1329,0.0070,0.302
4.015385,-0.2540,0.1150,0.0164,0.279
4.032422,-0.1582,0.1329,-0.0413,0.211
4.050642,-0.0818,0.1437,-0.0849,0.186
4.070711,-0.1481,0.1233,-0.1043,0.219
4.087456,-0.1484,0.0006,0.0146,0.149
4.106003,-0.0715,-0.1304,0.0809,0.169
4.124228,-0.0335,-0.1563,0.1332,0.208
4.142067,-0.0557,-0.0755,0.0519,0.107
4.160274,-0.0695,0.0158,-0.1489,0.165
4.179060,-0.0662,0.0856,-0.2306,0.255
4.197774,-0.0411,0.0837,-0.2978,0.312
4.216830,-0.0178,0.0841,-0.2452,0.260
4.233746,-0.0771,0.1010,-0.1589,0.204
4.253484,-0.0940,0.0997,-0.1109,0.176
4.270383,-0.0494,0.0630,-0.0391,0.089
4.288305,0.0156,-0.0123,0.0225,0.030
4.308013,0.0559,-0.0270,-0.0014,0.062
4.325012,0.0589,0.0229,-0.0105,0.064
4.343318,-0.0103,0.0882,-0.0776,0.118
4.361687,-0.0556,0.1169,-0.0530,0.140
4.380696,-0.0631,0.0641,-0.0534,0.105
4.399160,-0.0559,0.0313,-0.0724,0.097
4.417853,-0.0826,-0.0086,-0.0156,0.085
4.435562,-0.0995,-0.0177,-0.0206,0.103
4.454649,-0.1070,-0.0049,-0.1157,0.158
4.471628,-0.0455,0.0088,-0.1540,0.161
4.489632,-0.0302,0.0569,-0.1636,0.176
4.509054,-0.1310,0.0789,-0.1060,0.186
4.527039,-0.1864,0.0813,-0.0437,0.208
4.544597,-0.1614,0.0487,-0.0197,0.170
4.562538,-0.0999,0.0234,-0.0914,0.137
4.581362,-0.0858,0.0644,-0.0720,0.129
4.601461,-0.0353,0.0955,-0.0384,0.109
4.620428,-0.0854,0.0421,0.0141,0.096
4.636919,-0.0987,0.0176,0.0140,0.101
4.654732,0.0081,-0.0465,-0.0298,0.056
4.673139,0.0329,-0.0340,-0.1065,0.116
4.690990,-0.0202,0.0603,-0.0963,0.115
4.709691,-0.1041,0.0905,-0.1297,0.189
4.727658,-0.0041,0.0144,-0.1255,0.126
4.745979,0.0158,-0.0273,-0.1159,0.120
4.765122,-0.0423,0.0367,-0.0769,0.095
4.782364,-0.0945,0.1256,-0.0959,0.184
4.801355,-0.1488,0.1706,-0.0521,0.232
4.820147,-0.1001,0.1354,-0.0382,0.173
4.837528,-0.0036,0.0719,-0.0332,0.079
4.855859,-0.0355,0.0777,0.0338,0.092
4.873623,-0.1117,0.1100,0.0912,0.181
4.891894,-0.1171,0.0631,0.0957,0.164
4.910624,-0.0616,0.0043,-0.0344,0.071
4.929402,-0.0342,-0.0011,-0.0682,0.076
4.947793,-0.0297,0.0399,-0.0488,0.070
4.966213,-0.1302,0.0691,-0.1257,0.194
4.984407,-0.1486,0.0609,-0.1402,0.213
5.002580,-0.0438,-0.0653,-0.1601,0.178
5.021648,0.0282,-0.1250,-0.1369,0.188
5.039299,-0.0052,-0.1004,-0.0456,0.110
5.056901,-0.0349,-0.0547,-0.0555,0.085
5.075014,-0.0962,-0.0314,-0.0605,0.118
5.094147,-0.1501,0.0609,-0.1127,0.197
5.113164,-0.1102,0.1624,-0.1074,0.224
5.130093,-0.1275,0.2554,-0.1118,0.307
5.149347,-0.1794,0.2634,-0.0448,0.322
5.167362,-0.1033,0.1475,-0.0264,0.182
5.185044,0.0243,0.0208,-0.0079,0.033
5.203586,0.0644,-0.0731,-0.0134,0.098
5.221822,0.0280,-0.0893,-0.0901,0.130
5.240089,0.0321,-0.0296,-0.1087,0.117
5.257958,0.0017,0.0359,-0.1183,0.124
5.276895,-0.0761,0.0560,-0.1517,0.179
5.295031,-0.0597,0.0153,-0.1517,0.164
5.313956,-0.0943,0.0543,-0.0560,0.122
5.331888,-0.1503,0.0595,-0.0464,0.168
5.350012,-0.0223,0.0423,-0.0082,0.048
